time_s,rtt_ms
34.398883,35.700
34.500175,36.200
34.601240,44.600
34.702181,42.600
34.803400,44.300
34.903861,43.800
35.004332,48.600
35.105020,40.500
35.206090,37.300
35.307018,48.800
35.407833,51.000
35.508522,47.100
35.609256,44.700
35.709730,52.700
35.810118,51.000
35.910671,50.400
36.011560,48.500
36.112570,50.700
36.213394,52.900
36.314104,55.900
36.415437,48.000
36.515961,51.300
36.616723,51.200
36.717647,58.200
36.818520,55.800
36.918972,54.200
37.019812,52.300
37.120233,54.100
37.221144,56.600
37.321900,58.900
37.422503,60.900
37.523216,53.600
37.624463,58.100
37.724967,56.800
37.825626,64.600
37.926311,60.300
38.027209,56.300
38.128027,66.400
38.228968,66.600
38.329773,66.700
38.430200,57.500
38.530528,59.700
38.631016,61.700
38.731654,62.500
38.832644,66.500
38.933089,60.100
39.033572,67.500
39.134166,59.500
39.235708,67.500
39.336533,65.000
39.437239,71.500
39.537876,70.900
39.638428,73.400
39.738829,68.400
39.839120,71.800
39.939565,68.000
40.040468,3619.000
40.141248,3520.000
40.242098,3431.000
40.342613,3331.000
40.443470,3244.000
40.545044,3143.000
40.646216,3575.000
40.747160,3487.000
40.847532,3388.000
40.948034,3288.000
41.048906,3188.000
41.150052,3621.000
41.250879,3521.000
41.351607,3420.000
41.452206,3321.000
41.553299,3219.000
41.654213,3120.000
41.755199,3577.000
41.856754,3477.000
41.957681,3376.000
42.058272,3277.000
42.158594,3177.000
42.259994,3440.000
42.361171,3339.000
42.462131,3239.000
42.563032,3139.000
42.664065,3584.000
42.764658,3484.000
42.865279,3384.000
42.965732,3285.000
43.066958,3184.000
43.167508,3629.000
43.268709,3529.000
43.369973,3428.000
43.470617,3328.000
43.571366,3229.000
43.671914,3129.000
43.772410,3574.000
43.873222,3474.000
43.973895,3374.000
44.075210,3273.000
44.176120,3174.000
44.277206,3631.000
44.378077,3530.000
44.479193,3430.000
44.579879,3330.000
44.680750,3230.000
44.781934,3130.000
44.883392,3574.000
44.984490,3473.000
45.085164,3374.000
45.186140,3274.000
45.287444,3173.000
45.388383,3436.000
45.489495,3336.000
45.590319,3236.000
45.690918,3136.000
45.792180,3582.000
45.893320,3480.000
45.994043,3380.000
46.094707,3280.000
46.196172,3180.000
46.297403,3625.000
46.398155,3524.000
46.498574,3425.000
46.599078,3325.000
46.699898,3225.000
46.800455,3125.000
47.103684,3368.000
46.901539,3570.000
47.305717,3167.000
47.002565,3469.000
47.204170,3268.000
47.406298,3072.000
47.607594,2871.000
47.506955,2971.000
47.707978,2770.000
47.909551,2568.000
47.808611,2670.000
48.111419,2373.000
48.010583,2474.000
48.312871,2171.000
48.414248,2070.000
48.212066,2272.000
48.514844,1973.000
48.818067,1670.000
48.615916,1871.000
48.717409,1770.000
48.918867,1574.000
49.120608,1372.000
49.019318,1474.000
49.220954,1272.000
49.321610,1172.000
49.928105,571.000
49.624935,875.000
49.827431,671.000
49.523327,976.000
49.422114,1077.000
49.726121,773.000
50.130304,374.000
50.230949,274.000
50.029542,475.000
50.432899,72.200
50.331723,172.000
50.534291,38.600
50.635107,35.200
50.736528,36.600
50.837837,39.600
50.938877,37.100
51.040521,40.900
51.141365,37.400
51.242212,37.100
51.342740,40.100
51.443573,39.200
51.544855,40.300
51.645468,44.200
51.746289,42.500
51.847239,39.900
51.947800,42.700
52.048350,42.100
52.149497,32.200
52.250081,23.300
52.350534,21.800
52.451442,23.800
52.552322,23.200
52.653480,26.300
52.754065,23.800
52.854483,25.200
52.955238,24.600
53.055769,26.900
53.156398,28.200
53.257183,32.000
53.357905,29.100
53.458646,30.100
53.559458,28.200
53.659990,31.500
53.761238,34.000
53.862287,29.300
53.962895,29.400
54.063658,34.000
54.164470,34.100
54.265274,35.300
54.366066,31.000
54.467138,36.800
54.568033,36.300
54.668635,35.900
54.769166,35.500
54.869882,32.600
54.970624,37.300
55.071859,35.300
55.172436,34.700
55.273172,35.200
55.374197,34.600
55.475279,39.900
55.576918,36.300
55.677723,40.100
55.778340,38.300
55.879047,36.700
55.980224,39.000
56.081142,37.600
56.181605,34.400
56.282597,38.100
56.383445,36.000
56.484989,45.500
56.585743,43.100
56.686419,44.200
56.787021,43.800
56.887891,44.500
56.989120,40.800
57.090110,41.600
57.191117,44.700
57.292380,44.000
57.393258,47.100
57.494108,42.600
57.595383,43.800
57.696034,30.400
57.796892,26.800
57.897632,25.200
57.998599,24.800
58.099311,25.500
58.200159,22.600
58.301350,25.600
58.401734,23.400
58.502382,27.300
58.602857,25.100
58.703760,29.200
58.804743,25.100
58.905680,30.000
59.006407,32.900
59.107378,32.300
59.207911,30.800
59.309630,33.500
59.410892,32.500
59.511739,29.500
59.613044,32.800
59.714007,29.000
59.815047,30.500
59.916631,34.200
