1761886150.121860, 0
1761886150.137826, 1
1761886150.152114, 2
1761886150.166947, 0
1761886150.181842, 2
1761886150.196147, 8
1761886150.210285, 3
1761886150.224559, 8
1761886150.239135, 15
1761886150.253713, 17
1761886150.268480, 18
1761886150.282894, 20
1761886150.298074, 25
1761886150.313094, 31
1761886150.327939, 33
1761886150.342424, 38
1761886150.357194, 42
1761886150.372068, 48
1761886150.386382, 49
1761886150.401049, 49
1761886150.415066, 49
1761886150.429397, 49
1761886150.443939, 49
1761886150.458061, 48
1761886150.472682, 49
1761886150.487789, 50
1761886150.502125, 49
1761886150.516704, 49
1761886150.530992, 49
1761886150.545162, 49
1761886150.559509, 49
1761886150.573822, 49
1761886150.588584, 49
1761886150.602978, 49
1761886150.617010, 49
1761886150.632004, 50
1761886150.646472, 49
1761886150.660773, 50
1761886150.674916, 49
1761886150.689160, 49
1761886150.703815, 49
1761886150.718354, 50
1761886150.732669, 49
1761886150.747238, 49
1761886150.761595, 48
1761886150.776456, 49
1761886150.790672, 49
1761886150.804929, 48
1761886150.819639, 47
1761886150.834221, 47
1761886150.849431, 49
1761886150.864206, 47
1761886150.878597, 50
1761886150.893049, 50
1761886150.907330, 49
1761886150.921854, 48
1761886150.937085, 49
1761886150.951430, 49
1761886150.965898, 49
1761886150.980048, 49
1761886150.994543, 48
1761886151.009005, 45
1761886151.023243, 46
1761886151.037302, 48
1761886151.052116, 48
1761886151.066656, 48
1761886151.081265, 45
1761886151.095843, 44
1761886151.110360, 43
1761886151.125002, 41
1761886151.139159, 41
1761886151.153656, 38
1761886151.168343, 40
1761886151.183102, 38
1761886151.197778, 50
1761886151.212007, 49
1761886151.226270, 49
1761886151.240419, 49
1761886151.254842, 49
1761886151.269274, 49
1761886151.283788, 49
1761886151.298016, 50
1761886151.312647, 50
1761886151.326716, 49
1761886151.340950, 49
1761886151.355294, 48
1761886151.369345, 47
1761886151.383927, 47
1761886151.398247, 48
1761886151.412890, 46
1761886151.427388, 46
1761886151.442271, 48
1761886151.456732, 48
1761886151.470924, 43
1761886151.485420, 38
1761886151.500038, 37
1761886151.514387, 38
1761886151.528641, 34
1761886151.542915, 35
1761886151.557358, 35
1761886151.571777, 35
1761886151.586192, 34
1761886151.600503, 32
1761886151.615123, 32
1761886151.629933, 32
1761886151.644469, 34
1761886151.658926, 28
1761886151.673283, 22
1761886151.687525, 15
1761886151.702043, 13
1761886151.716632, 13
1761886151.732108, 13
1761886151.746934, 14
1761886151.761072, 16
1761886151.775126, 16
1761886151.790071, 14
1761886151.804725, 15
1761886151.819213, 14
1761886151.833410, 14
1761886151.848091, 15
1761886151.862428, 16
1761886151.876776, 17
1761886151.890867, 15
1761886151.905607, 16
1761886151.920007, 15
1761886151.934980, 15
1761886151.949285, 17
1761886151.963610, 17
1761886151.977758, 17
1761886151.992516, 17
1761886152.006808, 17
1761886152.021276, 16
1761886152.035725, 16
1761886152.050179, 17
1761886152.064322, 17
1761886152.078613, 17
1761886152.093154, 17
1761886152.107433, 18
1761886152.121430, 17
1761886152.135811, 18
1761886152.150037, 19
1761886152.164540, 18
1761886152.178828, 18
1761886152.193563, 18
1761886152.208838, 19
1761886152.223563, 19
1761886152.237674, 18
1761886152.252457, 20
1761886152.267183, 20
1761886152.281292, 20
1761886152.295952, 19
1761886152.310049, 19
1761886152.324188, 19
1761886152.338595, 19
1761886152.353010, 20
1761886152.367320, 20
1761886152.382085, 20
1761886152.396383, 19
1761886152.410927, 19
1761886152.425386, 20
1761886152.439733, 21
1761886152.454349, 22
1761886152.469271, 21
1761886152.483816, 21
1761886152.498832, 21
1761886152.513448, 22
1761886152.527833, 22
1761886152.542164, 21
1761886152.556673, 21
1761886152.571138, 21
1761886152.585373, 22
1761886152.599384, 23
1761886152.613693, 22
1761886152.628731, 21
1761886152.642819, 22
1761886152.657378, 24
1761886152.671959, 24
1761886152.686193, 23
1761886152.700903, 24
1761886152.716268, 22
1761886152.730855, 23
1761886152.745241, 22
1761886152.759393, 23
1761886152.773785, 23
1761886152.788394, 23
1761886152.803343, 23
1761886152.817678, 23
1761886152.832179, 23
1761886152.846479, 23
1761886152.861526, 25
1761886152.876730, 24
1761886152.890974, 24
1761886152.905516, 24
1761886152.919587, 25
1761886152.933998, 24
1761886152.948280, 24
1761886152.962931, 25
1761886152.977592, 25
1761886152.992349, 25
1761886153.006747, 23
1761886153.021210, 24
1761886153.035703, 25
1761886153.050278, 25
1761886153.064830, 25
1761886153.079074, 26
1761886153.093621, 26
