time_s,qlen_pkts
11.332202,94
11.346009,93
11.360404,95
11.375350,95
11.389309,95
11.403945,96
11.418500,96
11.433128,96
11.447689,95
11.462532,96
11.476961,96
11.491975,97
11.506109,97
11.520993,95
11.535699,96
11.550161,96
11.564874,96
11.579195,95
11.593791,95
11.608188,95
11.622612,94
11.637034,95
11.651455,95
11.666150,95
11.681002,95
11.695401,97
11.710442,96
11.724997,96
11.739163,96
11.753443,96
11.768406,95
11.782970,95
11.797176,97
11.812000,96
11.826348,96
11.841044,96
11.855442,96
11.869843,95
11.884483,96
11.898981,97
11.913617,96
11.927956,94
11.942379,95
11.956809,96
11.971209,95
11.985562,95
11.999750,96
12.014253,97
12.028595,96
12.042757,95
12.057252,96
12.072491,96
12.087146,96
12.101248,96
12.116208,97
12.130399,96
12.144901,96
12.159654,96
12.174453,96
12.189167,96
12.204162,98
12.218485,97
12.232884,97
12.247347,96
12.261506,96
12.276218,97
12.290387,97
12.304763,98
12.319500,98
12.334440,97
12.349042,96
12.363807,96
12.378526,97
12.393207,96
12.407467,97
12.421897,98
12.437242,97
12.451504,96
12.465922,97
12.480891,96
12.495601,97
12.509728,98
12.524598,98
12.539202,97
12.553699,97
12.568094,96
12.582243,97
12.597050,96
12.611456,98
12.625650,96
12.639831,96
12.654050,96
12.668451,97
12.683158,97
12.697764,98
12.712739,98
12.727223,97
12.741993,97
12.756369,97
12.771806,98
12.786452,98
12.801206,99
12.815456,99
12.830087,98
12.844752,97
12.859276,97
12.873815,97
12.888986,97
12.903559,98
12.917771,98
12.932204,98
12.946396,97
12.961035,97
12.975238,97
12.989616,98
13.004274,99
13.018450,100
13.032796,99
13.047346,99
13.061575,99
13.075962,98
13.090912,100
13.105332,100
13.119765,100
13.134315,99
13.148662,98
13.163333,98
13.178580,99
13.193091,99
13.207581,100
13.222123,98
13.236888,97
13.251568,97
13.266109,98
13.280637,98
13.295346,98
13.309527,99
13.323897,98
13.338076,99
13.352360,98
13.366396,98
13.380827,98
13.395319,98
13.409831,99
13.424229,100
13.438610,98
13.453049,98
13.467619,98
13.482089,98
13.496399,98
13.510884,99
13.525188,98
13.539428,97
13.554551,98
13.568890,97
13.583037,97
13.597574,98
13.612182,100
13.626607,99
13.640891,99
13.655272,99
13.670146,99
13.684589,98
13.699073,98
13.713287,99
13.728209,99
13.742754,98
13.757269,98
13.771558,98
13.786181,98
13.800827,98
13.815094,99
13.829869,98
13.844988,97
13.859657,97
13.873831,96
13.888370,96
13.902867,96
13.917364,93
13.932162,87
13.946475,80
13.960797,74
13.975302,67
13.989757,62
14.004314,56
14.019097,51
14.034037,46
14.048583,45
14.063245,47
14.078123,46
14.092785,47
14.107377,48
14.121939,46
14.136337,47
14.151428,47
14.165594,47
14.180157,47
14.194617,47
14.209462,49
14.224512,48
14.238998,47
14.253335,48
14.267960,48
14.282552,48
14.297137,47
14.311823,48
14.326319,47
14.340554,47
14.355291,47
14.369582,47
14.384859,48
14.399119,48
14.413249,48
14.427581,47
14.442058,47
14.456525,47
14.470666,48
14.485213,49
14.499639,48
14.514010,49
14.529139,48
14.543475,49
14.557618,49
14.572602,48
14.587524,48
14.602326,49
14.616959,50
14.631182,48
14.645617,48
14.660031,48
14.674869,49
14.689727,48
14.704420,49
14.720298,49
14.735004,49
14.749260,49
14.763543,49
14.778230,50
14.793669,50
14.807899,50
14.822333,51
14.837115,49
14.851440,50
14.865880,49
14.880381,50
14.894628,49
14.908988,49
14.923349,51
14.937818,50
14.952239,49
14.966276,49
14.980613,49
14.995262,49
15.009832,49
15.024489,52
15.039126,51
15.053322,50
15.067775,50
15.082195,50
15.096791,50
15.111062,50
15.125929,51
15.140240,50
15.154809,50
15.169096,51
15.183286,50
15.197891,50
15.212753,51
15.227326,51
15.241786,51
15.257097,50
15.271648,50
15.286080,50
15.300651,51
15.315002,52
15.329655,52
15.344558,51
15.359209,51
15.373618,52
15.387991,52
15.402624,51
15.417305,51
15.432215,53
15.446946,52
15.461714,52
15.476286,52
15.490434,52
15.504784,52
15.519834,53
15.534389,53
15.548680,51
15.563885,52
15.578417,52
15.592989,52
15.607904,52
15.622220,53
15.637113,53
15.652978,53
15.668264,52
15.682462,52
15.697509,52
15.712210,52
15.727500,53
15.741747,54
15.756294,52
15.770974,53
15.785091,52
15.800012,53
15.815538,52
15.829669,54
15.843765,54
15.858324,53
15.873090,53
15.887446,53
15.901675,54
15.916191,53
15.930830,54
15.945133,55
15.959509,53
15.974223,53
15.988596,53
16.003225,53
16.017873,53
16.032264,54
16.046644,53
16.061261,53
16.075696,53
16.089823,54
16.104339,55
16.118798,55
16.133087,56
16.147610,55
16.161931,55
16.176811,55
16.190928,55
16.205526,55
16.220025,54
16.234445,54
16.248732,55
16.263232,55
16.277456,55
16.292088,54
16.306599,55
16.320931,55
16.335546,55
16.350369,55
16.364884,56
16.379280,56
16.393608,55
16.408859,55
16.423407,57
16.438501,57
16.452727,55
16.467376,55
16.481513,55
16.495659,54
16.509850,54
16.524364,56
16.538890,56
16.553606,56
16.568173,55
16.582996,55
16.597036,55
16.611478,55
16.626335,56
16.641087,56
16.655156,56
16.670306,55
16.685119,56
16.700845,56
16.715194,56
16.729939,57
16.744272,58
16.758724,57
16.772719,57
16.787171,56
16.801508,56
16.816094,56
16.830375,57
16.844935,57
16.859851,57
16.874333,56
16.888961,55
16.903682,56
16.917930,56
16.932066,57
16.946202,58
16.960535,57
16.975312,57
16.989482,56
17.004455,57
17.018980,58
17.034033,58
17.048507,59
17.062954,59
17.077624,58
17.091841,58
17.106020,57
17.120076,57
17.134503,58
17.149092,58
17.163370,58
17.177942,57
17.192184,58
17.206744,57
17.220831,57
17.235644,59
17.249961,58
17.264352,57
17.278854,57
17.293081,58
17.307546,58
17.321924,58
17.336546,59
17.351157,59
17.365495,58
17.380085,58
17.394451,58
17.408736,58
17.423362,58
17.438082,60
17.452571,59
17.467571,60
17.481866,59
17.496292,59
17.511708,58
17.526334,59
17.541957,59
17.556339,59
17.570650,58
17.585159,58
17.599772,58
17.614177,58
17.628564,58
17.643291,59
17.658013,59
17.672933,59
17.687387,59
17.701714,59
17.716534,59
17.730999,59
17.745831,60
17.760617,60
17.775856,60
17.790391,60
17.805048,59
17.819711,58
17.834334,61
17.848693,60
17.863114,60
17.877857,59
17.892500,59
17.907213,59
17.921531,59
17.935720,61
17.950335,61
17.964595,61
17.978714,60
17.993160,61
18.007550,61
18.022108,61
18.036450,61
18.050890,62
18.065700,61
18.080095,60
18.094229,60
18.108627,60
18.123062,60
18.137791,62
18.152116,61
18.166660,61
18.181285,60
18.195836,60
18.210138,61
18.225065,61
18.239539,62
18.254121,63
18.268255,63
18.282739,61
18.297236,61
18.311557,61
18.325928,62
18.340527,63
18.354845,62
18.369443,62
18.384470,61
18.399993,62
18.414542,62
18.429057,62
18.443818,62
18.458373,63
18.473075,63
18.487639,62
18.502128,61
18.517093,61
18.531529,62
18.546304,62
18.560711,63
18.575011,62
18.589381,63
18.603975,63
18.618452,62
18.633214,62
18.648241,63
18.662769,63
18.677268,63
18.691956,62
18.706320,62
18.720790,62
18.735189,62
18.749466,63
18.764048,64
18.778516,63
18.793002,63
18.807871,63
18.822333,64
18.836804,63
18.851302,64
18.865832,66
18.881179,66
18.895734,64
18.910155,63
18.924602,63
18.939033,63
18.953634,64
18.967932,65
18.982342,65
18.997009,64
19.012385,62
19.026763,63
19.041666,63
19.056345,65
19.070661,65
19.085923,66
19.100718,65
19.115412,65
19.129753,64
19.144600,65
19.159468,65
19.174501,65
19.189129,66
19.204129,63
19.218548,63
19.233250,64
19.247865,65
19.261840,65
19.276498,65
19.291107,65
19.305460,65
19.320570,64
19.335258,64
19.349401,65
19.363826,65
19.378015,65
19.392716,65
19.407668,64
19.422011,64
19.437157,64
19.451788,66
19.466076,66
19.480801,66
19.495511,66
19.509933,66
19.524690,66
19.538878,65
19.553359,65
19.568064,66
19.582781,67
19.597607,67
19.612172,65
19.626708,64
19.641254,65
19.656895,66
19.671219,66
19.686177,65
19.701076,65
19.715607,65
19.730374,65
19.745265,65
19.759814,66
19.774074,67
19.788111,67
19.802186,66
19.816566,66
19.831353,66
19.845665,66
19.860689,67
19.875598,66
19.890389,66
19.905020,65
19.919286,65
19.934114,65
19.948785,67
19.963261,68
19.977952,67
19.992322,67
20.006917,66
20.021398,66
20.036410,67
20.051402,67
20.065802,67
20.079907,68
20.094245,68
20.109041,67
20.123267,66
20.137541,66
20.152417,69
20.166589,69
20.181387,68
20.195908,69
20.210138,67
20.224483,67
20.238820,67
20.253059,68
20.267202,69
20.281620,68
20.296114,69
20.310600,67
20.324866,67
20.339393,67
20.353948,68
20.368372,68
20.383077,67
20.397205,69
20.411729,68
20.425890,68
20.441535,68
20.456060,68
20.470891,68
20.485826,68
20.500606,68
20.514874,67
20.529044,67
20.543845,67
20.558465,68
20.572796,68
20.587070,68
20.601242,69
20.615653,68
20.629621,67
20.643831,68
20.657777,69
20.672399,70
20.686437,69
20.702117,69
20.716549,68
20.731231,69
20.745837,69
20.760432,69
20.775077,69
20.789537,70
20.804463,70
20.818733,68
20.833556,68
20.848535,68
20.862768,70
20.877719,70
20.892351,71
20.907146,70
20.921826,69
20.935975,69
20.950214,69
20.965315,70
20.980086,70
20.994869,70
21.009720,70
21.024128,69
21.038577,68
21.052858,68
21.067994,69
21.082704,69
21.097598,70
21.112286,70
21.126851,69
21.141491,69
21.156035,69
21.170645,70
21.185362,71
21.199780,71
21.213833,72
21.228664,70
21.243008,70
21.258078,70
21.272419,70
21.286693,72
21.301466,72
21.316158,72
21.330399,71
21.344772,70
21.359142,69
21.373744,70
21.388390,70
21.402820,70
21.417202,70
21.431882,70
21.446247,69
21.461649,71
21.476162,71
21.490477,71
21.504605,71
21.519432,72
21.533998,71
21.548725,71
21.562877,72
21.577553,72
21.592160,72
21.607019,72
21.621395,72
21.635931,71
21.650435,70
21.664739,72
21.679256,72
21.693843,72
21.708648,71
21.724594,71
21.739196,71
21.753533,70
21.768085,72
21.782225,72
21.797446,73
21.811826,73
21.826557,72
21.841727,71
21.856346,71
21.870770,72
21.885992,73
21.900618,72
21.915809,73
21.930618,73
21.945066,73
21.959944,71
21.974343,72
21.988945,72
22.003670,73
22.018409,73
22.032771,73
22.047418,72
22.061520,73
22.076650,74
22.090775,74
22.105276,74
22.120013,74
22.134378,74
22.148872,72
22.163417,73
22.177773,73
22.192240,73
22.206652,73
22.221006,75
22.235726,74
22.250246,72
22.264288,72
22.278596,75
22.292824,74
22.307840,74
22.322456,74
22.337090,73
22.351487,73
22.365615,74
22.380121,75
22.394369,74
22.409579,75
22.423874,75
22.438180,74
22.452421,73
22.467055,74
22.482154,73
22.496652,73
22.511753,73
22.525864,73
22.541379,73
22.556786,73
22.570946,75
22.585650,75
22.600489,76
22.615223,75
22.629647,76
22.644294,74
22.658857,74
22.673187,75
22.688252,75
22.702651,76
22.717029,75
22.731499,75
22.746505,74
22.761680,75
22.776092,75
22.790468,75
22.805157,75
22.819318,75
22.833886,76
22.848642,74
22.863635,75
22.877922,75
22.892668,76
22.907307,76
22.922588,76
22.937063,75
22.952909,74
22.967505,73
22.981850,76
22.996427,76
23.011124,76
23.025774,75
23.040302,75
23.055040,75
23.069558,75
23.084062,75
23.098202,76
23.113000,75
23.127469,76
23.141983,76
23.156769,74
23.171129,76
23.185268,76
23.199862,75
23.214318,75
23.228935,75
23.243694,76
23.258394,75
23.273131,77
23.287360,76
23.301826,77
23.316142,76
23.330372,77
23.344812,76
23.360494,76
23.374865,77
23.389188,77
23.403692,78
23.418439,78
23.432633,76
23.447753,76
23.462233,76
23.476840,77
23.491659,77
23.506128,78
23.520574,77
23.534969,78
23.549977,77
23.564251,76
23.578896,78
23.594242,77
23.608883,77
23.623595,77
23.638146,77
23.652795,77
23.667165,75
23.681952,76
23.696179,77
23.710850,77
23.725358,75
23.739469,77
23.753664,78
23.768503,76
23.783628,78
23.798413,78
23.812778,78
23.827340,78
23.842098,79
23.856893,79
23.871038,77
23.886228,78
23.901036,78
23.916118,78
23.930219,78
23.944633,78
23.959069,78
23.973737,77
23.988186,78
24.002547,78
24.016969,78
24.031745,78
24.045737,78
24.060145,79
24.074547,78
24.088707,79
24.103153,79
24.117829,78
24.132373,78
24.146666,77
24.161047,77
24.175321,77
24.189681,78
24.204302,79
24.218559,79
24.233381,78
24.248138,78
24.262448,79
24.276830,77
24.291590,78
24.307194,78
24.321646,78
24.335879,78
24.350635,78
24.364949,78
24.379320,77
24.393955,78
24.408937,78
24.423555,78
24.437813,79
24.452422,80
24.468053,79
24.482744,80
24.497224,80
24.511962,80
24.526495,80
24.541629,79
24.555887,79
24.570124,78
24.585133,79
24.599717,80
24.614068,81
24.628914,80
24.643213,79
24.657901,81
24.672264,79
24.686883,80
24.701056,80
24.715800,81
24.730824,81
24.745729,81
24.760222,81
24.774560,80
24.788773,79
24.803253,80
24.818207,80
24.832542,81
24.846874,80
24.861328,79
24.875938,79
24.890303,79
24.904866,79
24.919837,80
24.934878,81
24.949021,80
24.963200,80
24.977664,80
24.992276,81
25.006826,81
25.021608,81
25.036007,81
25.050959,82
25.065387,82
25.079782,81
25.095004,82
25.109607,81
25.124663,81
25.139572,82
25.154108,81
25.168281,80
25.182914,79
25.197090,81
25.211502,82
25.225584,82
25.239952,81
25.254149,81
25.268917,82
25.283687,80
25.298441,82
25.312991,82
25.327317,82
25.341794,81
25.356658,80
25.370958,80
25.385752,80
25.400529,81
25.415480,82
25.429708,81
25.443918,81
25.458633,81
25.472859,81
25.487946,81
25.503018,81
25.517529,82
25.532504,82
25.546856,82
25.561416,81
25.576450,81
25.590871,82
25.605225,81
25.620168,81
25.634895,82
25.649324,82
25.663681,83
25.677920,82
25.692335,83
25.707034,83
25.721662,83
25.736089,83
25.750494,83
25.765018,83
25.780565,82
25.795170,82
25.809484,82
25.824061,82
25.838495,81
25.853168,82
25.867641,83
25.882394,83
25.897029,81
25.912246,83
25.927310,82
25.941973,82
25.956265,82
25.971110,82
25.986568,82
26.001482,83
26.015884,83
26.030097,83
26.045070,82
26.059963,83
26.074863,82
26.089860,81
26.105012,82
26.119217,83
26.133625,83
26.147934,83
26.162561,83
26.177383,83
26.191592,82
26.205993,83
26.220484,83
26.234837,83
26.249402,83
26.264535,83
26.278839,84
26.293249,83
26.307989,84
26.322467,84
26.337037,85
26.351434,84
26.365878,85
26.380246,84
26.394703,84
26.409272,85
26.424319,85
26.438726,85
26.453382,84
26.468885,84
26.483776,84
26.498250,84
26.513697,85
26.528070,85
26.542390,84
26.557073,83
26.572386,83
26.587266,84
26.601653,83
26.616412,84
26.630757,85
26.645449,85
26.660242,85
26.674983,85
26.689746,85
26.704309,85
26.718922,85
26.733532,85
26.748506,86
26.763558,86
26.778315,86
26.792560,86
26.807682,85
26.822497,85
26.836982,85
26.851397,85
26.865829,85
26.880321,86
26.894744,86
26.909615,85
26.923787,86
26.938270,86
26.952501,85
26.966895,85
26.981582,86
26.997318,85
27.012888,86
27.027339,85
27.041618,84
27.056274,85
27.070574,85
27.085248,86
27.099868,84
27.114128,86
27.129288,86
27.143759,86
27.158475,85
27.173077,85
27.187455,85
27.201988,85
27.216615,86
27.230861,86
27.245754,85
27.260068,85
27.274306,84
27.288951,86
27.303174,87
27.318160,87
27.332540,87
27.347006,87
27.361377,87
27.376117,86
27.391285,87
27.405777,86
27.420206,86
27.434567,88
27.448746,88
27.462985,88
27.477986,87
27.492784,87
27.507163,87
27.521655,87
27.536143,87
27.550478,87
27.564953,88
27.579075,87
27.593393,87
27.607918,89
27.622526,87
27.637102,87
27.651067,87
27.665376,86
27.680079,87
27.694371,86
27.709318,87
27.724597,86
27.738719,86
27.753451,86
27.767771,87
27.782351,87
27.797084,86
27.811372,88
27.825861,87
27.840450,88
27.855078,87
27.869582,88
27.884027,88
27.898301,88
27.912459,87
27.926899,87
27.941155,88
27.956307,87
27.970569,88
27.985271,88
27.999731,88
28.014171,86
28.028695,87
28.043138,87
28.058361,87
28.073310,87
28.087422,88
28.101557,87
28.115820,88
28.130272,88
28.144658,87
28.159156,88
28.173606,88
28.188249,88
28.202916,88
28.217918,88
28.232637,87
28.247069,87
28.261754,88
28.276296,89
28.290649,88
28.305818,88
28.320093,88
28.334923,88
28.349832,88
28.364281,88
28.378747,88
28.393294,88
28.407412,88
28.421990,88
28.436073,88
28.450689,89
28.465637,89
28.480254,89
28.494795,89
28.509177,90
28.523766,90
28.538228,89
28.552259,89
28.566928,89
28.581288,89
28.595918,89
28.610402,89
28.624834,89
28.639214,89
28.654400,90
28.669376,89
28.683655,89
28.698375,89
28.712895,90
28.727969,89
28.742535,90
28.757155,90
28.771835,89
28.786418,90
28.800688,91
28.815256,92
28.829878,91
28.844366,91
28.858799,90
28.873136,91
28.888188,90
28.902650,91
28.916986,92
28.931914,90
28.946584,90
28.961282,90
28.975458,89
28.989969,89
29.004046,89
29.018997,90
29.033291,89
29.047763,89
29.062518,89
