time_s,cwnd_kb
0.000000,5.117
0.020700,5.117
0.040638,5.117
0.060539,14.141
0.080304,26.867
0.101116,48.078
0.120677,70.703
0.140549,93.328
0.160129,115.953
0.179975,141.406
0.200608,162.617
0.220327,188.070
0.240233,209.281
0.259663,234.734
0.279262,255.945
0.299469,277.156
0.319596,302.609
0.339209,323.820
0.359416,349.273
0.378917,370.484
0.398308,391.695
0.417857,417.148
0.437258,438.359
0.456825,463.812
0.477490,489.266
0.498634,510.477
0.518695,535.930
0.537880,557.141
0.557253,578.352
0.577287,603.805
0.596354,625.016
0.615892,646.227
0.635083,671.680
0.654393,692.891
0.674043,714.102
0.693204,739.555
0.712660,760.766
0.731849,781.977
0.750848,803.188
0.769697,828.641
0.788874,849.852
0.808506,865.406
0.828094,832.883
0.847355,807.430
0.866406,769.250
0.885863,729.656
0.905266,701.375
0.924710,667.438
0.944045,627.844
0.962915,595.320
0.982238,548.656
1.001590,517.547
1.021162,485.023
1.040595,453.914
1.059433,435.531
1.078786,435.531
1.097767,435.531
1.117507,435.531
1.136831,435.531
1.155915,435.531
1.174886,432.703
1.193690,435.531
1.212991,435.531
1.232649,435.531
1.252397,435.531
1.271314,435.531
1.291045,435.531
1.310508,415.734
1.329733,326.648
1.349093,279.984
1.368289,247.461
1.387457,236.148
1.407422,233.320
1.426501,233.320
1.445921,233.320
1.465067,233.320
1.484375,233.320
1.503807,236.148
1.522913,254.531
1.542594,246.047
1.562162,240.391
1.581322,237.562
1.600474,230.492
1.619677,223.422
1.639354,216.352
1.658409,214.938
1.677874,214.938
1.698019,214.938
1.717784,219.180
1.737641,227.664
1.757190,230.492
1.777367,234.734
1.796542,241.805
1.815966,250.289
1.835125,240.391
1.854830,227.664
1.874311,217.766
1.893236,217.766
1.912431,217.766
1.931481,217.766
1.951467,217.766
1.970444,217.766
1.990344,217.766
2.009378,217.766
2.028662,217.766
2.047536,217.766
2.066351,217.766
2.085466,217.766
2.104588,217.766
2.123886,217.766
2.143147,217.766
2.162438,217.766
2.181910,217.766
2.200984,217.766
2.220570,219.180
2.239477,219.180
2.259408,219.180
2.278672,219.180
2.298639,219.180
2.318123,219.180
2.338084,219.180
2.357902,219.180
2.377647,219.180
2.397429,219.180
2.416659,220.594
2.436398,220.594
2.455250,220.594
2.474764,220.594
2.493923,220.594
2.514689,220.594
2.534285,220.594
2.553871,220.594
2.573230,220.594
2.593443,222.008
2.612712,222.008
2.632599,222.008
2.652345,222.008
2.671961,222.008
2.691494,222.008
2.710481,222.008
2.730080,222.008
2.749758,222.008
2.769457,222.008
2.788713,223.422
2.808277,223.422
2.828535,223.422
2.847697,223.422
2.867460,223.422
2.886709,223.422
2.905905,223.422
2.925241,223.422
2.944693,223.422
2.964303,223.422
2.983373,224.836
3.002594,224.836
3.021776,224.836
3.041286,224.836
3.060242,224.836
3.079423,224.836
3.098636,224.836
3.117892,224.836
3.138847,224.836
3.158104,224.836
3.177172,226.250
3.196048,226.250
3.214720,226.250
3.234095,226.250
3.253566,226.250
3.273615,226.250
3.293301,226.250
3.312313,226.250
3.331315,226.250
3.350621,226.250
3.369926,227.664
3.389672,227.664
3.409140,227.664
3.428909,227.664
3.448698,227.664
3.467758,227.664
3.486812,227.664
3.505597,227.664
3.524440,227.664
3.543300,227.664
3.562138,229.078
3.581604,229.078
3.600708,229.078
3.620297,229.078
3.639777,229.078
3.658838,229.078
3.678797,229.078
3.697852,229.078
3.717118,229.078
3.736422,229.078
3.756575,230.492
3.775596,230.492
3.794873,230.492
3.814603,230.492
3.834950,230.492
3.854274,230.492
3.873857,230.492
3.893786,230.492
3.913155,230.492
3.933317,230.492
3.952266,231.906
3.971744,231.906
3.991109,231.906
4.010818,231.906
4.029820,231.906
4.049704,231.906
4.069036,231.906
4.087987,231.906
4.107939,231.906
4.127472,231.906
4.146270,231.906
4.165601,233.320
4.184840,233.320
4.203844,233.320
4.223133,233.320
4.242120,233.320
4.261518,233.320
4.280803,233.320
4.300046,233.320
4.318951,233.320
4.338433,233.320
4.357702,234.734
4.377685,234.734
4.396908,234.734
4.415754,234.734
4.434991,234.734
4.454441,234.734
4.473492,234.734
4.492852,234.734
4.512106,234.734
4.531289,234.734
4.550408,236.148
4.569592,236.148
4.589701,236.148
4.609095,236.148
4.627778,236.148
4.647218,236.148
4.666403,236.148
4.685821,236.148
4.705450,236.148
4.725357,236.148
4.744410,236.148
4.763771,237.562
4.782912,237.562
4.802187,237.562
4.822339,237.562
4.841742,237.562
4.861389,237.562
4.880637,237.562
4.900276,237.562
4.919258,237.562
4.939114,237.562
4.958842,238.977
4.978382,238.977
4.998277,238.977
5.017338,238.977
5.036393,238.977
5.055681,238.977
5.074956,238.977
5.094572,238.977
5.114628,238.977
5.134395,238.977
5.154354,238.977
5.173961,240.391
5.193458,240.391
5.212476,240.391
5.231548,240.391
5.250467,240.391
5.270185,240.391
5.289668,240.391
5.309307,240.391
5.328485,240.391
5.347680,240.391
5.366653,241.805
5.385722,241.805
5.405275,241.805
5.424195,241.805
5.443281,241.805
5.462521,241.805
5.482062,241.805
5.501184,241.805
5.521081,241.805
5.541092,241.805
5.560912,241.805
5.580609,243.219
5.600437,243.219
5.619467,243.219
5.639319,243.219
5.658700,243.219
5.678398,243.219
5.698029,243.219
5.717739,243.219
5.737128,243.219
5.757029,243.219
5.776347,243.219
5.795134,244.633
5.814448,244.633
5.834069,244.633
5.853538,244.633
5.872322,244.633
5.891495,244.633
5.910809,244.633
5.931697,244.633
5.950822,244.633
5.969719,244.633
5.989398,244.633
6.008735,246.047
6.027726,246.047
6.046694,246.047
6.065651,246.047
6.085613,246.047
6.105026,246.047
6.124368,246.047
6.143515,246.047
6.162439,246.047
6.181910,246.047
6.201557,246.047
6.220975,247.461
6.240446,247.461
6.260181,247.461
6.279540,247.461
6.298692,247.461
6.317771,247.461
6.337643,247.461
6.357073,247.461
6.376090,247.461
6.395649,247.461
6.414863,248.875
6.434315,248.875
6.454068,248.875
6.473117,248.875
6.492570,248.875
6.511517,248.875
6.530969,248.875
6.550086,248.875
6.569261,248.875
6.588759,248.875
6.608573,248.875
6.628089,248.875
6.647516,250.289
6.667130,250.289
6.686741,250.289
6.706063,250.289
6.725521,250.289
6.744834,250.289
6.764290,250.289
6.784445,250.289
6.803577,250.289
6.822840,250.289
6.841965,250.289
6.861225,251.703
6.880811,251.703
6.899754,251.703
6.919693,251.703
6.938935,251.703
6.958289,251.703
6.977397,251.703
6.997279,251.703
7.017317,251.703
7.036435,251.703
7.055479,251.703
7.075030,253.117
7.094354,253.117
7.113972,253.117
7.133371,253.117
7.152690,253.117
7.171676,253.117
7.190882,253.117
7.210290,253.117
7.230041,253.117
7.249130,253.117
7.268384,253.117
7.287852,254.531
7.306570,254.531
7.326294,254.531
7.345867,254.531
7.365213,254.531
7.384757,254.531
7.404403,254.531
7.423323,254.531
7.442282,254.531
7.462381,254.531
7.482228,254.531
7.501435,255.945
7.521436,255.945
7.540984,255.945
7.559959,255.945
7.579241,255.945
7.598346,255.945
7.617871,255.945
7.636950,255.945
7.655659,255.945
7.675204,255.945
7.694090,255.945
7.713666,257.359
7.733492,257.359
7.753387,257.359
7.772305,257.359
