time_s,rtt_ms
0.000000,41.400
0.101098,38.400
0.201730,145.000
0.302603,241.000
0.403225,344.000
0.504138,371.000
0.605148,367.000
0.908075,319.000
1.008974,268.000
1.109644,219.000
1.210578,201.000
1.311183,200.000
1.411796,179.000
1.512470,172.000
1.613122,184.000
1.713562,187.000
1.814494,213.000
1.914888,190.000
2.015437,187.000
2.116617,187.000
2.217740,188.000
2.318439,187.000
2.419249,190.000
2.519969,190.000
2.620663,191.000
2.721593,190.000
2.822430,190.000
2.922986,192.000
3.023381,195.000
3.124074,193.000
3.224992,194.000
3.325533,193.000
3.425882,194.000
3.526302,196.000
3.626951,197.000
3.727604,197.000
3.828194,198.000
3.928518,198.000
4.029041,201.000
4.129793,200.000
4.230170,202.000
4.330933,201.000
4.431902,203.000
4.532606,203.000
4.633168,203.000
4.733735,204.000
4.834099,204.000
4.935026,205.000
5.035959,208.000
5.136549,205.000
5.237439,207.000
5.337975,209.000
5.438624,209.000
5.539589,206.000
5.640395,209.000
5.741226,209.000
5.841944,211.000
5.942494,210.000
6.043033,211.000
6.143724,212.000
6.244205,211.000
6.345049,213.000
6.445956,215.000
6.546531,214.000
6.647155,215.000
6.748065,216.000
6.848887,216.000
6.949374,218.000
7.049942,218.000
7.150605,219.000
7.251437,217.000
7.352204,219.000
7.453171,219.000
7.553857,221.000
7.654731,220.000
7.755213,221.000
7.856053,221.000
7.956456,222.000
8.057307,224.000
8.158083,222.000
8.258472,224.000
8.358952,222.000
8.459635,224.000
8.560510,226.000
8.661002,226.000
8.761895,227.000
8.862815,228.000
8.963334,227.000
9.064371,228.000
9.164955,230.000
9.266052,231.000
9.366852,231.000
9.467448,230.000
9.568278,232.000
9.668790,232.000
9.769550,231.000
9.870559,233.000
9.971164,234.000
10.071645,236.000
10.172588,234.000
10.273439,235.000
10.374263,237.000
10.475061,236.000
10.575902,236.000
10.676724,238.000
10.777937,236.000
10.878738,236.000
10.979588,240.000
11.080627,238.000
11.181867,240.000
11.282292,239.000
11.383275,241.000
11.483753,241.000
11.584571,242.000
11.685411,242.000
11.785984,242.000
11.886547,242.000
11.987000,243.000
12.087589,244.000
12.188080,245.000
12.288576,245.000
12.389328,245.000
12.490211,246.000
12.590747,245.000
12.691573,247.000
12.792151,248.000
12.893095,246.000
12.993614,250.000
13.194741,250.000
13.295321,249.000
13.395877,251.000
13.496412,249.000
13.597106,249.000
13.697852,233.000
13.798695,183.000
13.899221,133.000
13.999680,125.000
14.100299,126.000
14.201512,128.000
14.302331,126.000
14.403143,130.000
14.503596,131.000
14.604753,131.000
14.705389,132.000
14.805934,134.000
14.906938,133.000
15.007636,136.000
15.108343,137.000
15.209106,137.000
15.309834,140.000
15.410864,138.000
15.511428,139.000
15.612117,142.000
15.712708,143.000
15.813035,144.000
15.913564,142.000
16.014239,144.000
16.115103,145.000
16.215533,145.000
16.315957,145.000
16.416750,149.000
16.517094,150.000
16.618045,151.000
16.718858,149.000
16.819282,150.000
16.920252,152.000
17.020821,153.000
17.121359,152.000
17.221809,153.000
17.322455,155.000
17.423420,155.000
17.524105,155.000
17.624786,158.000
17.725604,158.000
17.826244,159.000
17.927038,159.000
18.027677,160.000
18.128660,162.000
18.229408,162.000
18.330372,162.000
18.431140,163.000
18.531922,164.000
18.632511,166.000
18.733130,165.000
18.833829,166.000
18.934607,166.000
19.035136,166.000
19.135894,169.000
19.236931,170.000
19.337949,169.000
19.438412,169.000
19.539904,170.000
19.640675,171.000
19.741378,173.000
19.841891,174.000
19.942428,175.000
20.042902,176.000
20.143757,176.000
20.244500,178.000
20.345357,176.000
20.446409,180.000
20.547300,177.000
20.647755,177.000
20.748681,179.000
20.849269,179.000
20.949676,181.000
21.050754,182.000
21.151795,181.000
21.252343,183.000
21.353268,183.000
21.453712,185.000
21.554171,185.000
21.654913,186.000
21.755989,186.000
21.856296,187.000
21.956996,187.000
22.057677,190.000
22.158179,187.000
22.258692,191.000
22.359357,190.000
22.459991,191.000
22.560669,191.000
22.661189,194.000
22.761589,194.000
22.862024,192.000
22.962525,192.000
23.063691,195.000
23.164125,195.000
23.264958,196.000
23.366202,196.000
23.466854,198.000
23.567429,197.000
23.668251,199.000
23.769238,197.000
23.870088,200.000
23.970725,199.000
24.071423,201.000
24.172301,204.000
24.272979,203.000
24.373416,202.000
24.474374,204.000
24.575036,203.000
24.675782,206.000
24.776729,205.000
24.877978,204.000
24.978683,209.000
25.079307,208.000
25.180193,207.000
25.280758,208.000
25.381144,209.000
25.482106,208.000
25.582876,209.000
25.683421,209.000
25.784260,210.000
25.885077,211.000
25.985914,213.000
26.086588,213.000
26.187423,213.000
26.288263,215.000
26.389517,214.000
26.490085,216.000
26.590489,216.000
26.691221,217.000
26.792020,217.000
26.892535,216.000
26.993375,218.000
27.094203,219.000
27.194711,218.000
27.295228,219.000
27.395883,222.000
27.496487,222.000
27.597491,222.000
27.698882,221.000
27.799746,221.000
27.900611,223.000
28.001443,223.000
28.101959,224.000
28.202311,224.000
28.302793,227.000
28.403471,226.000
28.504164,226.000
28.605191,227.000
28.706150,227.000
28.807198,227.000
28.908037,228.000
29.009038,230.000
29.109461,229.000
29.210022,231.000
29.311065,232.000
29.411901,231.000
29.512811,231.000
29.613486,232.000
29.713955,233.000
29.814736,234.000
29.915153,233.000
30.015517,235.000
30.116623,234.000
30.217413,233.000
30.318228,235.000
30.419137,237.000
30.519709,239.000
30.620295,237.000
30.721199,239.000
30.821909,239.000
30.922944,238.000
31.023776,240.000
31.125183,240.000
31.226134,240.000
31.326603,240.000
31.427363,241.000
31.527976,244.000
31.628950,243.000
31.729835,243.000
31.830712,244.000
31.931549,245.000
32.032500,244.000
32.133163,243.000
32.233780,245.000
32.334472,245.000
32.435085,247.000
32.535800,247.000
32.636788,248.000
32.737374,249.000
32.838249,248.000
32.938782,249.000
33.039487,251.000
33.140013,250.000
33.240576,252.000
33.341301,250.000
33.542506,253.000
33.643101,252.000
33.743452,254.000
33.843993,250.000
33.944355,252.000
34.045426,225.000
34.146073,175.000
34.246597,124.000
34.347554,125.000
34.448436,126.000
34.549092,129.000
34.649892,127.000
34.750244,131.000
34.850813,129.000
34.951819,129.000
35.052565,133.000
35.153320,132.000
35.254087,135.000
35.354651,136.000
35.455564,136.000
35.556753,139.000
35.657075,136.000
35.757562,141.000
35.858040,140.000
35.959051,142.000
36.060146,141.000
36.161031,142.000
36.261898,145.000
36.362490,144.000
36.462927,145.000
36.563839,147.000
36.664474,148.000
36.765337,148.000
36.866029,149.000
36.967239,149.000
37.067967,150.000
37.168436,151.000
37.269190,151.000
37.369888,151.000
37.470415,152.000
37.570914,154.000
37.671455,156.000
37.771933,158.000
37.873180,157.000
37.973686,155.000
38.074279,157.000
38.175303,158.000
38.275897,161.000
38.377023,159.000
38.477447,161.000
38.577961,162.000
38.678808,165.000
38.779629,162.000
38.880309,165.000
38.981383,165.000
39.082354,166.000
39.183468,166.000
39.283927,165.000
39.385331,170.000
39.486000,168.000
39.586673,170.000
39.687546,170.000
39.788598,171.000
39.889337,171.000
39.990153,172.000
40.090743,171.000
40.191995,174.000
40.292565,173.000
40.393406,177.000
40.494148,175.000
40.594833,177.000
40.695466,177.000
40.796151,178.000
40.896708,177.000
40.997258,179.000
41.097661,179.000
41.198745,180.000
41.299191,183.000
41.399747,181.000
41.500375,184.000
41.601281,184.000
41.702017,182.000
41.802902,186.000
41.904059,187.000
42.005005,188.000
42.105486,187.000
42.206261,187.000
42.307017,188.000
42.408219,188.000
42.508983,187.000
42.610161,191.000
42.711242,188.000
42.812109,190.000
42.912805,192.000
43.013197,191.000
43.113832,193.000
43.214158,192.000
43.314560,194.000
43.415177,196.000
43.515680,196.000
43.616170,196.000
43.716867,198.000
43.817374,196.000
43.918000,197.000
44.018771,199.000
44.119874,198.000
44.220958,200.000
44.321542,200.000
44.422146,202.000
44.522740,203.000
44.623518,202.000
44.724970,201.000
44.825630,204.000
44.926275,203.000
45.027000,206.000
45.127673,205.000
45.228301,204.000
45.328981,204.000
45.429674,206.000
45.530513,208.000
45.631046,210.000
45.731639,209.000
45.832258,207.000
45.933313,210.000
46.034036,209.000
46.134529,213.000
46.235033,212.000
46.335962,211.000
46.436669,212.000
