time_s,rtt_ms
37.072236,68.500
37.172998,74.700
37.273543,75.500
37.374180,77.200
37.475054,78.300
37.575741,80.100
37.676580,81.300
37.777509,80.100
37.878251,84.200
37.978743,84.800
38.079117,88.000
38.179980,89.000
38.280613,87.700
38.381748,88.100
38.482347,93.100
38.583135,94.300
38.683861,94.300
38.784492,96.700
38.885007,97.300
38.985612,101.000
39.086310,100.000
39.186814,100.000
39.287337,103.000
39.388344,105.000
39.488848,106.000
39.589336,107.000
39.690570,107.000
39.791080,107.000
39.891495,109.000
39.992046,108.000
40.092920,111.000
40.193698,111.000
40.294201,112.000
40.394959,116.000
40.495637,116.000
40.596222,116.000
40.697018,118.000
40.797700,119.000
40.898715,118.000
40.999401,121.000
41.100389,124.000
41.200830,124.000
41.301442,124.000
41.402227,126.000
41.502775,127.000
41.603599,127.000
41.704469,126.000
41.805229,129.000
41.905574,129.000
42.006544,131.000
42.107311,132.000
42.207964,132.000
42.308776,132.000
42.409575,134.000
42.510098,101.000
42.610599,65.600
42.711215,68.600
42.811780,69.500
42.912495,69.600
43.012898,73.200
43.113424,76.600
43.213838,76.400
43.315075,82.600
43.416046,80.300
43.516661,81.200
43.617132,82.100
43.718305,85.300
43.819037,86.400
43.920062,87.400
44.020894,89.000
44.121302,90.500
44.221867,92.400
44.322314,93.100
44.423263,94.000
44.524099,95.000
44.624878,97.300
44.726147,98.700
44.827221,101.000
44.928122,101.000
45.029075,103.000
45.129503,102.000
45.230227,106.000
45.330812,104.000
45.431577,107.000
45.532418,107.000
45.633267,110.000
45.733643,110.000
45.834430,111.000
45.935549,112.000
46.036175,113.000
46.136543,115.000
46.236990,116.000
46.337644,117.000
46.438206,119.000
46.538967,118.000
46.639751,118.000
46.740225,120.000
46.841040,121.000
46.942248,123.000
47.042834,125.000
47.143792,124.000
47.245058,127.000
47.345919,127.000
47.446636,128.000
47.547097,127.000
47.647891,129.000
47.748456,132.000
47.849090,131.000
47.949804,131.000
48.050290,95.000
48.150756,65.700
48.251382,68.200
48.351800,69.300
48.452397,70.100
48.553251,74.400
48.653599,76.800
48.754342,75.300
48.854893,77.500
48.955701,78.500
49.056138,81.600
49.156549,84.300
49.257289,85.300
49.358176,83.700
49.459391,85.400
49.560085,88.900
49.660732,88.400
49.762416,91.700
49.863131,94.100
49.963494,93.600
50.064106,95.300
50.164724,96.500
50.265374,97.200
50.366307,99.800
50.467726,99.400
50.568345,101.000
50.668900,105.000
50.769450,104.000
50.869914,105.000
50.970607,108.000
51.071242,109.000
51.172096,107.000
51.272853,112.000
51.373693,109.000
51.474332,113.000
51.574964,113.000
51.675531,114.000
51.775936,114.000
51.876536,117.000
51.977155,118.000
52.077740,116.000
52.178532,121.000
52.279251,120.000
52.380202,121.000
52.481572,120.000
52.582648,122.000
52.683468,125.000
52.784303,124.000
52.884978,126.000
52.986104,127.000
53.086949,130.000
53.187478,130.000
53.288131,131.000
53.388950,131.000
53.489994,131.000
53.691030,134.000
53.791508,134.000
53.892386,132.000
53.992918,97.100
54.093433,66.600
54.193974,70.200
54.294588,71.300
54.396033,74.800
54.497023,75.400
54.597666,76.000
54.698238,77.000
54.798764,78.500
54.899573,81.400
55.000069,81.400
55.100619,84.500
55.201393,85.300
55.301750,84.400
55.402552,87.600
55.503419,90.000
55.603817,91.900
55.704457,92.700
55.805206,93.500
55.905856,95.100
56.006561,97.700
56.107325,98.200
56.207921,98.300
56.308952,100.000
56.409503,103.000
56.510363,102.000
56.610960,104.000
56.712189,104.000
56.812899,106.000
56.913554,106.000
57.014656,109.000
57.115723,109.000
57.216249,111.000
57.316837,112.000
57.417304,112.000
57.517918,115.000
57.618331,115.000
57.718785,116.000
57.819416,117.000
57.920199,119.000
58.021026,119.000
58.122082,121.000
58.222861,123.000
58.323739,121.000
58.424244,123.000
58.524692,124.000
58.625198,125.000
58.726154,125.000
58.827454,127.000
58.928320,131.000
59.029167,128.000
59.130290,128.000
59.231147,131.000
59.331801,131.000
59.432823,134.000
59.533397,131.000
59.633967,98.500
59.734643,67.200
59.835293,68.800
