1761888507.334664, 0
1761888507.350579, 0
1761888507.365381, 2
1761888507.380510, 0
1761888507.395398, 2
1761888507.410988, 8
1761888507.425510, 3
1761888507.440191, 9
1761888507.455049, 16
1761888507.470200, 18
1761888507.485192, 19
1761888507.499673, 22
1761888507.514899, 27
1761888507.529641, 30
1761888507.544582, 30
1761888507.558888, 30
1761888507.573395, 30
1761888507.587615, 30
1761888507.602333, 30
1761888507.617205, 30
1761888507.631852, 30
1761888507.646107, 30
1761888507.660488, 30
1761888507.674918, 29
1761888507.689612, 29
1761888507.704754, 30
1761888507.719434, 29
1761888507.734380, 29
1761888507.749679, 30
1761888507.764593, 29
1761888507.778847, 29
1761888507.793407, 29
1761888507.808121, 28
1761888507.822686, 28
1761888507.837579, 30
1761888507.851705, 29
1761888507.866483, 27
1761888507.881539, 27
1761888507.895746, 29
1761888507.910698, 28
1761888507.925017, 27
1761888507.939862, 28
1761888507.954545, 28
1761888507.968568, 26
1761888507.983152, 28
1761888507.997766, 28
1761888508.012238, 29
1761888508.026442, 29
1761888508.041305, 27
1761888508.056192, 27
1761888508.070906, 27
1761888508.086086, 26
1761888508.100281, 24
1761888508.114954, 22
1761888508.129240, 24
1761888508.143399, 22
1761888508.157593, 24
1761888508.172112, 25
1761888508.186702, 25
1761888508.201169, 24
1761888508.215348, 19
1761888508.230379, 19
1761888508.244763, 19
1761888508.258987, 20
1761888508.273307, 20
1761888508.287395, 20
1761888508.301834, 19
1761888508.316087, 19
1761888508.330601, 20
1761888508.344896, 20
1761888508.359730, 21
1761888508.374118, 21
1761888508.388693, 21
1761888508.403149, 21
1761888508.417722, 21
1761888508.432099, 20
1761888508.446790, 21
1761888508.460892, 23
1761888508.475376, 23
1761888508.490231, 23
1761888508.504478, 21
1761888508.518728, 22
1761888508.533056, 23
1761888508.547586, 22
1761888508.561975, 23
1761888508.576442, 23
1761888508.590870, 22
1761888508.605154, 22
1761888508.619325, 22
1761888508.633911, 23
1761888508.648093, 22
1761888508.662804, 23
1761888508.676857, 24
1761888508.691125, 24
1761888508.705638, 22
1761888508.719869, 23
1761888508.734588, 24
1761888508.748848, 23
1761888508.763445, 24
1761888508.777586, 24
1761888508.792336, 25
1761888508.806961, 25
1761888508.821672, 24
1761888508.836108, 24
1761888508.850182, 23
1761888508.864139, 25
1761888508.878699, 26
1761888508.892795, 25
1761888508.907330, 24
1761888508.921813, 25
1761888508.936065, 25
1761888508.950668, 24
1761888508.965020, 26
1761888508.979344, 26
1761888508.993844, 26
1761888509.008426, 26
1761888509.023304, 25
1761888509.037992, 26
1761888509.052666, 27
1761888509.067114, 27
1761888509.081457, 27
1761888509.095640, 26
1761888509.110264, 27
1761888509.124657, 26
1761888509.138987, 25
1761888509.153249, 28
1761888509.167463, 28
1761888509.182070, 28
1761888509.196444, 29
1761888509.210967, 29
1761888509.225202, 26
1761888509.240038, 26
1761888509.254553, 27
1761888509.269143, 27
1761888509.283403, 27
1761888509.298561, 27
1761888509.313078, 28
1761888509.327307, 27
1761888509.341679, 28
1761888509.355999, 28
1761888509.370923, 29
1761888509.386125, 29
1761888509.400399, 28
1761888509.414757, 30
1761888509.428920, 27
1761888509.443583, 27
1761888509.457780, 29
1761888509.472243, 29
1761888509.486273, 29
1761888509.500609, 28
1761888509.515659, 28
1761888509.529915, 28
1761888509.544297, 28
1761888509.558883, 29
1761888509.573342, 30
1761888509.587776, 29
1761888509.602340, 29
1761888509.616833, 30
1761888509.631375, 27
1761888509.645650, 28
1761888509.659837, 28
1761888509.674016, 28
1761888509.688839, 28
1761888509.703741, 28
1761888509.718078, 27
1761888509.732475, 20
1761888509.746679, 14
1761888509.761037, 11
1761888509.775294, 10
1761888509.790044, 12
1761888509.804720, 11
1761888509.819118, 11
1761888509.833265, 11
1761888509.848088, 11
1761888509.862388, 12
1761888509.876815, 14
1761888509.891140, 13
1761888509.906180, 12
1761888509.921105, 12
1761888509.935772, 13
1761888509.949943, 13
1761888509.964111, 15
1761888509.978490, 14
1761888509.992955, 14
1761888510.007157, 14
1761888510.021532, 13
1761888510.035869, 13
1761888510.050066, 13
1761888510.064942, 15
1761888510.079872, 15
1761888510.094512, 14
1761888510.108966, 14
1761888510.123263, 14
1761888510.137472, 15
1761888510.151638, 14
1761888510.166179, 16
1761888510.181191, 16
1761888510.195417, 16
1761888510.210052, 15
1761888510.224495, 15
1761888510.239017, 15
1761888510.253567, 15
1761888510.267708, 18
1761888510.282026, 18
1761888510.296399, 18
1761888510.310763, 16
1761888510.325058, 16
1761888510.339762, 17
1761888510.354237, 17
